VOLTAIRE	VOLTAIRE
De ha mindjárt Chinában lenne is, utána repülök... Utazzunk.	Ông chớ hở môi nói một câu gì và phải sẵn sàng chờ tôi để cùng đi.
Cacambo, ki bort öntött az egyik idegen poharába, vacsora után gazdája füléhez hajolt és ezt sugta neki: "Felség!	Cacambo rót rượu cho một người trong sáu ngoại nhân ấy; rồi đến khi ăn xong anh nói nhỏ với ông ta: Tâu Hoàng thượng, tàu đã sẵn sàng.
a hajó készen áll, akkor indulhat, amikor óhajt."	Hoàng thượng sẽ đi khi nào ngài muốn".
E szavak után eltávozott.	Nói xong anh ta đi ra ngoài.
A vendégek csodálkozva néztek egymásra anélkül, hogy egy szó is elkerülte volna figyelmöket.	Những thực khách ngạc nhiên nhìn nhau không nói một tiếng.
Egyszerre egy másik szolga is közeledik s urához hajolva ezt sugja neki:	Kế đến một tên đầy tớ khác bước lại gần chủ mà nói:
"Felséged hintaja Páduában van s a hajó is készen áll."	- Tâu Bệ hạ, xe của Bệ hạ ở tại Padoue, còn thuyền rồng đã sẵn sàng.
A gazdája intett s a szolga eltávozott.	Ông chủ ra dấu cho tên nô bộc đi ra.
Megint egymásra tekintettek a vendégek s az általános meglepetés fokozódott.	Tên đầy tớ thứ ba tiến lại gần thực khách ngoại quốc thứ ba và nói:
Egy harmadik lakáj egy harmadik idegenhez közeledve ezt sugta neki: "Felségednek nem kell tovább itt maradnia, bizzék bennem én mindent elintézek."	- Thưa Quốc vương, Quốc vương không thể ở đây lâu hơn nữa, kẻ hạ thần đã chuẩn bị đầy đủ.
Aztán hirtelen távozott.	Rồi anh ta bỏ đi ngay.
Candide és Martin biztosra vették, hogy ez egy farsangi álarcos komédia volt.	Chàng Ngây Thơ và Martin tưởng là một trò vui đùa trong ngày hội hoá trang.
miért vagytok ti valamennyien királyok?	Tại sao tất cả các Ngài đều làm vua?
Ami minket illet, bevallom hogy sem én, sem Martin nem vagyunk királyok."	Riêng có tôi và Martin là không làm vua nước nào hết.
Cacambo gazdája vette át a szót és olasz nyelven igy kezdett beszélni: "Egyáltalán nem tréfálok, az én nevem III.	Chủ nhân của Cacambo trịnh trọng cất tiếng và nói bằng tiếng Ý: - Tôi không đùa đâu.
HUSZONHETEDIK FEJEZET.	- Thưa các ngài, không.
Candide Konstantinápolyba utazik.	Tôi không hề ham muốn làm vua.
A hüséges Cacambo megkérte török gazdáját, ki Achmet szultánt készült Konstantinápolyba szállitani, hogy Candide-ot és Martint is vegye fel a hajóra.	Nhân có viên thuyền trưởng đến đón phế đế Thổ Nhĩ Kỳ Achmet về Constantinople, tên nô bộc trung thành Cacambo xin được cho chàng Ngây Thơ và ông Martin cùng đi một chuyến tàu.
Miután szegény ő felsége előtt térdre borultak, mindketten hajóra szálltak.	Cả hai người xuống tàu làm lễ bái yết vị hoàng đế khốn cùng ấy.
Candide utközben igy szólt Martinhoz:	Trên con tàu về nước Thổ, chàng Ngây Thơ nói với Martin:
"Milyen különös, hogy hat, trónjától megfosztott királlyal együtt vacsoráltunk és még a hat közt is akadt egy olyan, akinek én adtam ajándékot.	- Thế là có đến sáu ông vua bị truất phế đã dùng bữa với chúng ta, trong số đó có một vị được tôi giúp đỡ tiền bạc.
Talán még sok más, szerencsétlenebb fejedelem is van.	Có lẽ còn có những vị khác nữa vô phước hơn.
- Bár ugy lenne, mondá Martin.	- Tôi chúc ông được như vậy.
- Hát nem hihetetlen kaland ez, amelyben Velencében volt részünk, ki látott vagy hallott még olyat, hogy hat, trónjától megfosztott király együtt vacsorázzék egy fogadóban.	- Nhưng này ông bạn, có phải là chúng ta đến Venise để trải qua một cuộc phiêu lưu khó tưởng tượng được không. Trên đời có bao giờ ta thấy, hay nghe nói đến sáu phế đế ngồi chung bàn dùng bữa với nhau.
- Ez sem rendkivülibb, mint egyéb dolog, melyben részünk volt, mondá Martin.	- Điều ấy cũng chưa kỳ lạ bằng các biến cố đã xảy ra cho chúng ta, Martin đáp.
Alighogy a hajóra lépett Candide, nyakába borult régi szolgájának és kedves barátjának Cacambonak.	Chàng Ngây Thơ lại chạy đi kiếm Cacambo ở trên tàu, ôm lấy người tớ cũ, vừa là bạn quý của chàng, rồi hỏi:
még mindég szeret?	Nàng có khỏe mạnh không?
hogyan érzi magát?	Nàng vẫn luôn luôn yêu tôi chứ?
Ugy-e vettél neki egy palotát Konstantinápolyban?	Có lẽ anh đã tậu cho nàng một tòa lâu đài ở Constantinople?
- Kedves gazdám, válaszolt Cacambo, Kunigunda az edényeket mossa a Propontis partján egy fejedelemnél, akinek nagyon kevés edénye van, rabszolganő lett egy Rákóczi nevü volt fejedelem házában, akinek a török szultán naponta három aranyat ad menedékhelyén; de ami a legszomorubb dolog: szépségét elvesztette, iszonyuan megcsunyult.	- Thưa ông chủ yêu quý, Cacambo đáp, cô Cunégonde hiện nay đang rửa chén đĩa cho một hoàng thân có rất ít bát đĩa trên bờ biển Propontide; cô là nô lệ trong gia đình một vị quân vương cũ, tên là Ragotski, người được vua Thổ trợ cấp cho ba đồng "ê quy" mỗi ngày để sống.
De hogyan juthatott ily utálatos állapotba, holott te öt-hat milliót hoztál magaddal.	Điều đáng buồn hơn hết là cô Cunégonde không còn đẹp nữa; bây giờ cô xấu ghê gớm!
- Persze!	- Chao ôi!
és egy tengeri rabló nem lopta-e el vakmerően a többit?	Còn bao nhiêu tiền thì bị một tên hải tặc cướp đoạt hết.
S ez a rabló nem vitt-e el bennünket a Matapan fokra, Miloba, Nicariába, Samosba, Petrába, a Dardanellákba, a Marmora partjaira és Scutariba?	Tên cướp còn đưa chúng tôi đến mũi Matapan, đến Milo, đến Nicarie, đến Samos, đến Petra, đến Dardanelles, đến Marmara, đến Scutari.
- Nem tudom elképzelni, jegyezte meg Martin, milyen mérték­kel tudta volna a te Panglossod mérlegelni az emberek szerencsétlenségeit és értékelni fáj­dalmaikat.	- Tôi không biết Pangloss tiên sinh của ông dùng cái cân nào mà cân lường những khổ nhục của các ông hầu xét đoán.
- Lehetséges, mondá Candide."	- Điều ấy có thể có chứ!
Volt a hajón két gályarab; nagyon rosszul eveztek és a hajóskapitány időnként bikacsökkel vágott meztelen vállukra.	Trong số những người tù khổ sai chèo thuyền, có hai người chèo rất dở, thỉnh thoảng lại bị thuyền trưởng cầm roi gân bò, đánh lên hai vai để trần.
Eltorzult arcuk egyes vonásai kis hasonlóságot mutattak Panglossnak és Kunigunda bátyjának, a szerencsétlen jezsuita bárónak vonásaihoz.	Nhìn mặt họ, thấy có vài nét giống với nét mặt của Pangloss và của vị nam tước, tức linh mục dòng Tên, và là anh cô Cunégonde.
"Szavamra mondom, igy szólt Cacambohoz, ha nem láttam volna felakasztva Pangloss mestert s ha szerencsétlenségre nem önkezemmel öltem volna meg a bárót, ugy azt hinném, hogy ők eveznek e gályán."	Chàng nói với Cacambo: - Bạn ơi, nói thật cho anh nghe: nếu tôi đã không thấy tận mắt ông Pangloss bị xử treo cổ, nếu như tôi đã không tự tay đâm chết ông linh mục nam tước, thì chắc là tôi phải đề quyết hai tên chèo thuyền này là hai ông ấy.
A báró és a Pangloss név hallatára a két gályarab hirtelen felkiáltott, felugrott a padról és kiejtette kezéből az evezőket.	Nghe được những tiếng "Pangloss" và "nam tước" mà chàng Ngây Thơ vừa nói ra, hai tù nhân chèo thuyền bỗng thốt ra một tiếng kêu lớn, ngưng tay chèo lại, làm rơi cả hai chiếc bơi chèo.
A hajóskapitány nekik rohant és ugyancsak hulltak rájok a bikacsök-ütések.	Viên thuyền trưởng chạy đến, những roi đòn vun vút trên lưng hai người.
"Hagyd abba!	- Hãy ngưng tay!
Hagyd abba!	Hãy ngưng tay!
kiáltott Candide, annyi pénzt kapsz, amennyit kivánsz.	Muốn bao nhiêu tiền, tôi cũng sẽ trả cho ông!
- Ho­gyan?!	- Té ra chàng Ngây Thơ đấy à?
Ez Candide?!	- Sao?
- kiáltották a gályarabok.	Chính là chàng Ngây Thơ đấy à?
- Álmodom vagy ébren vagyok?	- Phải chăng giấc mộng?
csodálkozott Candide.	Tôi mơ hay tỉnh?
Csakugyan ezen a gályán vagyok?	Tôi đang ở trong thuyền này hay không?
Ez az a báró, akit én megöltem?	Phải chăng ông nam tước mà tôi đã giết?
És ez itt igazán Pangloss, akit függni láttam?	Phải chăng ông Pangloss mà tôi đã thấy xử giảo?
- Mi vagyunk, mi vagyunk, felelték azok.	Cả hai người trả lời: - Chính hai chúng tôi đây!
- Teringettét, kérdé Martin, hát ez az a hires filozófus?	- Sao? Ông chính là nhà đại hiền triết Pangloss đấy à?
- No, hajóskapitány uram, kérdezte Candide, mennyi pénzt akarsz Thunder-ten-tronckh urnak, a birodalom első bárójának és Panglossnak, Németország legalaposabb filozófusának kiváltásáért?	Chàng Ngây Thơ nói gấp với viên thuyền trưởng: - Thưa ông thuyền trưởng, ông đòi bao nhiêu để cho tôi chuộc Nam tước Thunder-ten-tronckh, một trong những nam tước nổi tiếng của đế quốc?
- Megkapod uram, csak hajózzál velünk villámgyorsasággal Konstantinápolyba és ott azonnal kifizetlek, vagy, ami még helyesebb lesz, vezess Kunigunda kisasszonyhoz."	Vì hai tên tù khổ sai tín đồ Cơ đốc này là thứ nam tước lớn và triết gia lớn, nên ta đòi phải chuộc năm chục nghìn đồng "sơ canh".
Candide százszor is átölelte a bárót és Panglosst.	Ông hãy đưa tôi tới nơi trú ngụ của cô Cunégonde.
"De hogy is történhetett az, hogy nem öltelek meg téged, kedves báróm?	Viên thuyền trưởng theo đề nghị của chàng Ngây Thơ, cho thuyền đi thật lẹ tới thành phố, lẹ như cánh chim bay.
És te, drága Pan­glossom, hogyan lehetsz életben, holott felakasztva láttalak és hogyan kerültök mindketten erre a török gályára?	Trên chiến thuyền, chàng Ngây Thơ ôm lấy vị nam tước và ông Pangloss mà hôn nhiều lần; chàng hỏi:
- Igaz, hogy kedves hugom ebben az országban van?	- Làm sao mà nam tước còn sống, tôi đã giết ngài rồi mà?
kérdé a báró.	Vị nam tước hỏi:
- Igenis, felelte Cacambo.	- Thưa, đúng như thế.
- Tehát ismét viszontláthatom az én kedves Candide-omat, ujjongott Pangloss."	Pangloss thì la lên: - Trời ơi, thầy trò chúng mình lại gặp nhau!
Candide bemutatta nekik Martint és Cacambot, mindnyájan megölelték egymást; vala­mennyi­nek megeredt a beszédje és mindnyájan egyszerre beszéltek; repült a hajó, már a kikötőben voltak.	Chàng Ngây Thơ giới thiệu với hai người triết gia Martin và người bạn trung thành Cacambo. Tất cả mọi người ôm lấy nhau, nói với nhau bao nhiêu câu hàn huyên tầm sự.
"De igazán lehetséges, hogy a hugom Törökországban van?	- Có thể chắc là em gái tôi ở Thổ Nhĩ Kỳ không?
tette hozzá.	Cacambo đáp:
Ismét két zsidót keritettek elő, Candide ujra eladott néhány darab gyémántot s mind az öten utrakeltek egy gályán, hogy kiszabaditsák Kunigundát.	Chàng Ngây Thơ cho kiếm hai người Do Thái nữa đến để bán thêm mấy viên kim cương rồi tất cả thuê một chiếc thuyền đi giải thoát cho cô Cunégonde.
HUSZONNYOLCADIK FEJEZET.	Chương XXVIII
Mi történt Candide-dal, Kunigundával,	BIỂN CỐ XẢY RA CHO CHÀNG NGÂY THƠ, CUNÉGONDE, MARTIN, PANGLOSS…
Panglossal, Martinnal és a többivel?	Chàng Ngây Thơ nói với vị nam tước:
- Szóra se érdemes; elismerem, hogy kissé heves voltam, mondá a báró.	Thật ra lúc ấy tôi quá nóng, tôi thú nhận như thế.
Sejtelmem sem volt arról, milyen főbenjáró bűn egy keresztényre nézve, ha meztelenül találják együtt egy fiatal muzulmánnal.	Tôi không biết rằng một người Cơ đốc bị bắt gặp trần truồng với một người Hồi giáo là một trọng tội.
- Hát az hogyan lehetséges, mondá Candide, hogy téged, kedves Panglossom, viszontláthatlak?	- Đúng thật là anh đã thấy tôi bị treo cổ; lúc đầu tôi bị xử thiêu trên giàn hỏa.
nem tudod, hogy az ilyen emberekben mindég az ördög rejtőzködik?	Để tôi chạy đi kêu một linh mục trừ diệt tà ma!
A kadi elé vezettek, aki százat veretett a talpamra és gályára küldött: véletlenségből ugyanazon a gályán, ugyanahoz a padhoz kötöttek engem is, meg a báró urat is.	Tôi chần chừ đứng sựng ở đó khá lâu, đến nỗi vị giáo sĩ già nổi giận, nhận thấy tôi là một tín đồ Cơ đốc, ông kêu cứu.
- Mondd meg kedves Panglossom, kérdé kiváncsian Candide, mikor fel voltál akasztva, mikor keresztvágást kaptál, ütlegekkel halmoztak el, a gályán kellett evezned, mindég azt gondoltad, hogy minden a legjobban van?	- Ông Pangloss thân mến, tôi xin phép hỏi ông: khi ông bị thắt cổ, rồi rạch da bụng, kế đến bị đánh đòn, bị đày đi khổ sai chèo thuyền, thì ông có còn nghĩ là mọi việc sẽ hoàn hảo hơn, hay không?
HUSZONKILENCEDIK FEJEZET.	Chương XXIX
Hogyan talált a meg Candide Kunigundát és az öreg asszonyt?	CHÀNG NGÂY THƠ TÁI NGỘ CUNÉGONDE
Mialatt Candide, a báró, Pangloss, Martin és Cacambo a kalandjaikat mesélték, amig a világ dolgainak összekapcsolódásáról vagy össze nem kapcsolódásáról beszélgettek, mig az okokról és okozatokról vitatkoztak, valamint az erkölcsi és fizikai bajokról, a szabadságról és szükségességről, a vigasztaló érzésekről, melyek eltölthetik az embert, midőn török gályára hurcolják, azalatt a Propontisz partjához értek és az erdélyi fejedelem házához jutottak.	Trong khi chàng Ngây Thơ, vị nam tước, triết gia Pangloss, Martin và Cacambo kể cho nhau nghe những cuộc phiêu lưu của mỗi người, trong khi họ tham luận về những biến cố phối hợp và không phối hợp, về những lẽ nhân quả, về sự khổ vật chất và sự khổ tinh thần, về tự do và tính tất yếu, về những an ủi có thể tìm ra trong lúc làm việc chèo thuyền ở Thổ Nhĩ Kỳ, thì họ đã tới bờ biển Propontide, thấy căn nhà của ông hoàng lưu vong mà cô Cunégonde làm người hầu hạ.
Kunigunda és az öregasszony kerültek legelőször a szemök elé amint a törülközőket a száritó kötélre teregették.	Điều thứ nhất họ trông thấy là cô Cunégonde cùng bà già đang phơi quần áo trên dây kẽm.
A báró elsápadt ennek láttára.	Vị nam tước xám mặt lại trước cảnh tượng ấy.
Candide a gyöngéd szerető, amint szép Kunigundáját megbá­mul­va, fénytelen szemekkel, hervadó kebellel, ráncos arccal, vörös, eldurvult kezekkel meg­pillantotta, megborzadván három lépésnyire visszatántorodott, aztán jobb érzésének engedve mégis előbbre lépett.	Còn chàng Ngây Thơ, người yêu hiền dịu của cô Cunégonde thấy cô màu da đã xạm, giọng nói khô khan, mắt nổi tia máu, má nhăn nheo, cánh tay nắng cháy, tróc da; chàng lui lại ba bước, rùng rợn sau lại bước tới vì xã giao, cô ôm chàng Ngây Thơ và anh của cô; mọi người ôm hôn bà già.
A szomszédságban egy kis majorság volt; az öreg asszony rábirta Candide-ot, hogy vegye meg azt s ott várják be, mig jobb sorsuk lesz.	Bà già khuyên chàng Ngây Thơ nên thích nghi với hoàn cảnh mới, chờ đợi sau này may ra số phận có khá hơn chăng?
Kunigundának sejtelme sem volt róla, mennyire megcsunyult, senki se figyelmeztette rá; Candide-ot oly energikus hangon emlékeztette igé­retére, hogy a jámbor ifju nem merte visszautasitani.	Cô tưởng mình còn nhan sắc, nên nói với một giọng tuyệt đối, nhắc lại với chàng Ngây Thơ những lời hứa cũ; giọng cô quả quyết đến nỗi chàng không dám chối từ.
Közölte a báróval, hogy hugát feleségül szándékozik venni.	Chàng nói cho vị nam tước biết là chàng sẽ cưới em gái ông.
Kunigunda bátyja lába elé vetette magát és megeredtek a könnyei; a báró azonban hajthatatlan maradt.	Cunégonde quỳ xuống ôm chân anh, đầm đìa giọt lệ; ông anh vẫn không lay chuyển.
ha dühömre hallgatnék, még egyszer keresztül döfnélek!	Nàng đang xấu xí mà tôi vẫn chịu cưới làm vợ.
- Ölj meg még egyszer, mondá rendithetetlenül a báró, de amig én élek, nem veszed feleségül a hugomat."	- Anh muốn giết tôi thì cứ giết, nhưng anh không thể cưới em gái tôi khi tôi còn sống.
HARMINCADIK FEJEZET.	Chương XXX
Befejezés.	KẾT LUẬN
Candide, Martin és Pangloss néha-néha metafizikai és erkölcsi kérdésekről vitatkoztak.	Chàng Ngây Thơ cùng Martin và Pangloss đôi khi tranh luận về siêu hình học và luân lý học.
- Nagy kérdés ez," gondolta magában Candide.	- Đó là một vấn đề trọng đại.
Pangloss bevallotta, hogy mindég nagyon szenvedett; mivel azonban eddig azt bizonyitgatta, hogy minden csodálatosan jól van, megmaradt e felfogása mellett, bár már ő maga sem hitte.	Sau cùng, một việc xảy đến minh chứng cho những nguyên tắc đáng ghét của Martin, làm cho chàng Ngây Thơ lại càng do dự hơn bao giờ hết.
Egy bekövetkező esemény megszilárditotta Martint utálatos nézeteiben, megrenditette Candide-ot és még Panglosst is zavarba hozta; egy napon ugyanis Paquette-et és Giroflée barátot látták kikötni majorságuk mellett; a legégbekiáltóbb nyomorban voltak; hamarosan megették háromezer piaszterüket, faképnél hagyták egymást, majd ismét kibékültek, aztán megint összevesztek, tömlöcbe jutottak s onnan megszöktek; Giroflée barát végre törökké lett, Paquette régi mesterségét folytatta, de már nem ment vele semmire.	Đó là việc mọi người trong nhà một hôm thấy cô Paquette và tu sĩ Giroflée bước vào trong nhà, trong một trạng thái khốn khổ cực độ; cặp này cho hay rằng họ đã ăn hết ba ngàn đồng bạc, họ đã bỏ nhau rồi chắp nối lại tơ duyên, gia đình lục đục, kế đến bị bắt vào đề lao sau trốn thoát; tu sĩ Giroflée thì nhập tịch Thổ Nhĩ Kỳ, còn Paquette tiếp tục làm nghề cũ, lăn lóc khắp nơi mà không đủ sống.
- Ó, ó!	- Con ơi!
- mondá Pangloss Paquette­nek, az ég ide vezérelt most benneteket.	Trời đã đưa con đến với chúng ta.
Szegény leánykám, tudod-e, hogy az orrom hegyébe, egyik szemembe és egyik fülembe került a szerelmed?	Con có biết rằng vì con mà ta đã mất một con mắt, một cái tai và cái đầu mũi.
De te is hogy tönkre mentél.	Bây giờ con đến nông nỗi này!
Ó, milyen is ez a világ!"	Thế gian là cái chi chi vậy?
Ez az uj kaland megint okul szolgált rá, hogy többet vitatkozzanak, mint valaha.	Biến cố mới trên đây đã khiến cho mọi người càng nói triết lý nhiều hơn.
Pangloss szólitotta meg őt eképen: "Mester, arra kérünk téged, nyilatkozzál: mi célra teremtődött az a különös állat, melyet embernek nevez­nek?	- Thưa tiên sinh, chúng tôi đến để thỉnh tôn ý. Xin tiên sinh giải thích cho chúng tôi tại sao con vật kỳ dị là cái con người này lại được Tạo hóa sinh ra trên Trái đất?
- Miért avatkozol ilyesmibe?	- Anh đặt ra vấn đề ấy làm gì?
- kérdé a dervis, - a te dolgod ez?	Đâu phải là việc của anh?
- De tisztelendő atyám, tette hozzá Candide, rettentően sok baj van e földön.	- Nhưng, thưa tiên sinh, trên mặt đất đây rẫy những điều xấu xa, đau khổ.
- Mi közöd hozzá, mondá a dervis, hogy jóság vagy gonoszság van-e a földön?	- Xấu hay tốt, có quan hệ gì!
- Tehát mit kell tennünk, kérdé Pangloss.	- Vậy thì phải làm gì trên đời?
- Hallgass! felelé a dervis.	- Anh chỉ có việc lặng thinh.
- Azzal a gondolattal hizelegtem magamnak, mondá Pangloss, hogy eszmecserét folytathatok veled az okokról és okozatokról, a lehető legjobb világról, a gonoszság eredetéről, az emberi lélek természetéről és az előre meg­állapitott összhangról."	- Tôi đến đây là để mong được thảo luận với tiên sinh một chút về cái nhân và cái quả, về thế giới hoàn thiện, về nguyên nhân cái xấu, về tính chất của tâm hồn, và về thuyết điều hòa tiền định.
E szavakra a dervis becsapta orruk előtt az ajtót.	Nghe những câu ấy, vị giáo sĩ đạo Hồi cáo từ Pangloss và đóng sầm cửa lại.
Amig az előbbi társalgás lefolyt, az a hir terjedt el a városban, hogy Konstantinápolyban lefejezték a muftit meg két vezírt s barátaik közül többet karóba huztak: ennek a szerencsétlenségnek a hire néhány óra hosszat nagy port vert fel.	Trong khi hai người trò chuyện, thì có tin loan truyền rằng người ta vừa bóp cổ chết hai vị đại thần cùng một giáo sĩ cao cấp; trước đó người ta đã giết nhiều người trong phe của ba ông, đóng cọc những người ấy, đâm vào ruột gan họ.
"Ugy látom, hogy ez a jámbor aggastyán jobban megkovácsolta a szerencséjét, mint az a hat király, akivel együtt vacsoráltunk.	- Ông già hiền hậu ấy có lẽ sung sướng hơn cả sáu ông vua mà chúng ta được vinh dự ngồi cùng bàn dùng bữa.
Richard, Angol­ország uralkodója, II.	Các vua Joachim, Jéchonias, Sédécias, trở thành nô lệ.
Eduárd, VI.	Các ông có biết…
Henrik, III.	Chàng Ngây Thơ nói:
Henrik császár... Hiszen jól tudod... - De azt is tudom, mondá Candide, hogy művelni kell kertünket.	- Tôi còn biết rằng chúng ta phải trồng tỉa khu vườn của chúng ta. Pangloss nói:
- Igazad van, mondá Pangloss, mert midőn az ember az Éden kertjébe bocsáttatott, azért bocsáttatott be oda, hogy mívelje azt (ut operaretur eum) hogy dolgozzék s ez azt bizonyitja, hogy az ember nem tétlenségre született.	- Anh có lý, bởi vì khi con người được đem ở vào vườn Éden thì anh ta đã bị đem vào đây ut operaretur eum để mà lao động rồi; điều đó chứng tỏ rằng con người không phải được sinh ra để nghỉ ngơi.
- Dolgozzunk minden okoskodás nélkül, mondá Martin, ez az egyetlen mód, mellyel az életet elfogadhatóvá tehetjük."	- Hãy làm việc mà đừng lý sự, Martin nói, đó là phương tiện duy nhất để có được cuộc sống tàm tạm.
Kunigunda ugyan valóban nagyon csunya lett, de kitünő szakácsnő vált belőle; Paquette hímezett, az öregasszony gondozta a fehérnemüeket.	Cunégonde thật sự là rất xấu xí, nhưng cô trở thành một người làm bánh ngọt tuyệt vời; Paquette thì thêu thùa; bà già thì lo việc giặt giũ.
- Igazad van, mondá Candide, de most fogjunk munkához: műveljük kertünket.	- Đúng là như thế, nhưng phải trồng tỉa khu vườn của chúng ta đã.
